Start,Stop,estimated,type,frozen,number,num_split,peakDisch,stormRunoff,SSLoad,ChlorideLoad,NitrateLoad,AmmoniumLoad,TKNLoad,DissPLoad,TPLoad,TNLoad,OrgNLoad,stormName
1/31/2012 12:00,1/31/2012 21:00,N,S,Y,1,1,0.0903,1563.84,26.8476395,1.308212252,0.263595006,0.055647835,0.313385174,0.029093078,0.071365907,0.57698018,0.257737339,East SW1-1
2/4/2012 17:15,2/4/2012 19:15,Y,,Y,2,2,0.0356,190.08,0.80691248,0.03559908,0.020172812,0.005577189,0.028716591,0.000878111,0.00427189,0.048889403,0.023139402,
2/29/2012 4:30,2/29/2012 11:00,N,S,Y,3,3,0.0804,1399.68,5.94181008,0.26213868,0.148545252,0.041068393,0.211458535,0.006466087,0.031456642,0.360003787,0.170390142,East SW1-2a
2/29/2012 11:00,2/29/2012 17:30,N,B,Y,3,4,0.0796,1261.44,70.24453616,0.606370996,0.267748232,0.028349813,0.174036351,0.012363668,0.050084669,0.441784583,0.145686538,East SW1-2b
3/6/2012 21:00,3/7/2012 13:55,N,S,Y,4,5,0.1947,5365.44,794.1782576,5.828216652,2.00972988,0.077039645,2.210702868,0.060961806,0.817290151,4.220432748,2.133663223,East SW1-3
3/7/2012 21:00,3/8/2012 5:45,N,R,Y,5,6,0.2234,1114.56,276.7893196,1.934324556,0.6958002,0.03339841,1.0437003,0.015238024,0.390343912,1.7395005,1.01030189,East SW1-4
3/12/2012 1:35,3/12/2012 11:45,N,R,N,6,7,0.1245,1814.4,187.9145982,5.05183308,1.88027868,0.014725074,0.761173056,0.01676393,0.212494145,2.641451736,0.746447982,East SW1-5a
3/12/2012 11:45,3/12/2012 15:05,N,R,N,6,8,0.0548,362.88,7.29457512,1.112309436,0.414567468,0.002945015,0.065923024,0.003669942,0.012935411,0.480490492,0.062978009,East SW1-5b
3/12/2012 15:05,3/13/2012 3:45,N,R,N,6,9,0.1063,907.2,41.909826,2.52591654,1.04208216,0.007362537,0.180098982,0.009231489,0.044684936,1.222181142,0.172736445,East SW1-5c
3/30/2012 7:50,3/30/2012 9:35,Y,R,N,7,10,0.0158,51.84,2.3948472,0.144338088,0.059547552,0.000420716,0.01029137,0.000527514,0.002553425,0.069838922,0.009870654,
4/15/2012 7:20,4/15/2012 8:20,Y,R,N,8,11,0.0447,69.12,10.71424432,0.13160872,0.0755132,0.000431504,0.03883536,0.000560955,0.010614998,0.11434856,0.038403856,
4/19/2012 20:35,4/20/2012 2:55,N,R,N,9,12,0.6134,6350.4,984.3711969,12.09155115,6.93777525,0.03964443,3.5679987,0.051537759,0.975252978,10.50577395,3.52835427,East SW1-6
4/20/2012 2:55,4/20/2012 22:15,N,R,N,9,12,0.3216,3395.52,155.5906336,5.214617964,4.409107872,0.016958107,0.568096591,0.042183292,0.202861357,4.977204463,0.551138484,
4/29/2012 23:55,4/30/2012 1:00,Y,R,N,10,13,0.0081,17.28,6.85767732,0.025782364,0.00647256,0.000161814,0.021143696,8.31E-05,0.007119816,0.027616256,0.020981882,
5/2/2012 5:42,5/2/2012 7:02,N,R,N,11,14,0.2276,293.76,116.5805144,0.438300188,0.11003352,0.002750838,0.359442832,0.001412097,0.121036872,0.469476352,0.356691994,East SW1-7
5/2/2012 23:56,5/3/2012 9:50,N,R,N,12,15,8.0948,34093.44,25340.65277,18.09134458,14.89875436,0.063851804,64.70316179,0.315002235,20.26230593,79.60191615,64.63930999,East SW1-8
5/3/2012 9:50,5/4/2012 12:30,Y,R,N,12,16,8.4344,20295.36,15084.9451,10.76953077,8.86902534,0.038010109,38.51691005,0.187516536,12.06187446,47.38593539,38.47889994,East SW1-9
5/5/2012 3:31,5/5/2012 4:45,Y,R,N,13,17,0.0272,51.84,28.155636,0.047896944,0.01294512,0.000614893,0.085437792,0.000608421,0.047767493,0.098382912,0.084822899,
5/6/2012 9:15,5/7/2012 18:30,N,R,N,14,18,1.426,12830.4,6968.51991,11.85449364,3.2039172,0.152186067,21.14585352,0.150584108,11.82245447,24.34977072,20.99366745,East SW1-10
5/8/2012 18:45,5/8/2012 19:15,Y,R,N,15,19,0.0345,17.28,9.385212,0.015965648,0.00431504,0.000204964,0.028479264,0.000202807,0.015922498,0.032794304,0.0282743,
6/16/2012 16:34,6/16/2012 16:45,Y,R,N,16,20,0.0171,8.64,0.45253982,0.18716486,0.06364684,0.005178048,0.018716486,0.000663437,0.001957949,0.082363326,0.013538438,
6/18/2012 4:15,6/18/2012 4:56,Y,R,N,17,21,0.0319,34.56,1.81015928,0.74865944,0.25458736,0.020712192,0.074865944,0.00265375,0.007831798,0.329453304,0.054153752,
6/18/2012 5:08,6/18/2012 5:39,Y,R,N,18,22,0.049,43.2,2.2626991,0.9358243,0.3182342,0.02589024,0.09358243,0.003317187,0.009789747,0.41181663,0.06769219,
6/18/2012 5:59,6/18/2012 7:30,Y,R,N,19,23,0.0324,95.04,4.97793802,2.05881346,0.70011524,0.056958528,0.205881346,0.007297811,0.021537443,0.905996586,0.148922818,
6/18/2012 17:46,6/19/2012 6:30,N,R,N,20,24,0.1564,1356.48,71.04875174,29.38488302,9.99255388,0.812953536,2.938488302,0.104159672,0.307398056,12.93104218,2.125534766,ESW1-11
6/20/2012 23:16,6/21/2012 0:45,Y,R,N,21,25,0.0228,77.76,4.07285838,1.68448374,0.57282156,0.046602432,0.168448374,0.005970937,0.017621545,0.741269934,0.121845942,
6/22/2012 16:06,6/22/2012 17:30,Y,R,N,22,26,0.0257,43.2,2.2626991,0.9358243,0.3182342,0.02589024,0.09358243,0.003317187,0.009789747,0.41181663,0.06769219,
7/3/2012 6:55,7/3/2012 8:15,Y,R,N,23,27,0.6302,336.96,60.60419742,0.361816104,0.128318502,0.009255761,0.206151036,0.007089071,0.064579967,0.334469538,0.196895275,
7/4/2012 23:15,7/5/2012 1:00,Y,R,N,24,28,0.1157,181.44,32.63302938,0.194824056,0.069094578,0.004983871,0.111004404,0.003817192,0.034773829,0.180098982,0.106020533,
7/17/2012 15:39,7/17/2012 17:15,N,R,N,25,29,0.7549,725.76,130.5321175,0.779296224,0.276378312,0.019935485,0.444017616,0.015268769,0.139095314,0.720395928,0.424082131,ESW1-12
7/17/2012 22:51,7/18/2012 2:15,Y,R,N,26,30,0.2695,440.64,79.25164278,0.473144136,0.167801118,0.012103687,0.269582124,0.009270324,0.084450727,0.437383242,0.257478437,
7/25/2012 7:37,7/25/2012 8:00,Y,R,N,27,31,0.0175,8.64,1.61166744,0.019795246,0.003398094,0.000215752,0.005825304,0.000319313,0.001666684,0.009223398,0.005609552,
7/25/2012 19:27,7/25/2012 23:45,N,R,N,28,32,1.21,1779.84,332.0034926,4.077820676,0.700007364,0.044444912,1.200012624,0.06577847,0.343336945,1.900019988,1.155567712,ESW1-13
7/26/2012 3:35,7/26/2012 5:56,Y,R,N,29,33,0.0405,216,18.8108775,0.74299595,0.0431504,0.00323628,0.114483405,0.013133903,0.037621755,0.157633805,0.111247125,
7/26/2012 13:53,7/26/2012 17:31,N,R,N,30,34,0.5332,1036.8,90.292212,3.56638056,0.20712192,0.015534144,0.549520344,0.063042734,0.180584424,0.756642264,0.5339862,ESW1-14
7/27/2012 2:15,7/27/2012 5:10,Y,R,N,31,35,0.1092,544.32,47.4034113,1.872349794,0.108739008,0.008155426,0.288498181,0.033097436,0.094806823,0.397237189,0.280342755,
7/27/2012 7:48,7/27/2012 9:57,Y,R,N,32,36,0.1223,414.72,36.1168848,1.426552224,0.082848768,0.006213658,0.219808138,0.025217094,0.07223377,0.302656906,0.21359448,
8/2/2012 3:46,8/2/2012 4:30,Y,R,N,33,37,0.0345,51.84,2.92236084,0.066020112,0.002589024,0.000258902,0.015501781,0.001779954,0.005307499,0.018090805,0.015242879,
8/2/2012 11:30,8/2/2012 13:00,Y,R,N,34,38,0.0389,120.96,6.81884196,0.154046928,0.006041056,0.000604106,0.036170823,0.004153226,0.012384165,0.042211879,0.035566717,
8/4/2012 16:48,8/4/2012 19:27,N,R,N,35,39,0.7495,1002.24,56.49897624,1.276388832,0.050054464,0.005005446,0.299701103,0.034412444,0.102611651,0.349755567,0.294695657,ESW1-15
8/9/2012 7:40,8/10/2012 16:00,N,R,N,36,40,0.4199,8691.84,62.4008722,19.15435468,3.906837216,0.075966279,2.409216283,0.620753024,0.958802967,6.316053499,2.333250004,EST1-11
8/16/2012 8:47,8/16/2012 11:15,Y,R,N,37,41,0.0689,181.44,10.22826294,0.231070392,0.009061584,0.000906158,0.054256234,0.006229839,0.018576247,0.063317818,0.053350076,
8/26/2012 11:53,8/26/2012 12:45,Y,R,N,38,42,0.0118,8.64,0.48706014,0.011003352,0.000431504,4.32E-05,0.00258363,0.000296659,0.000884583,0.003015134,0.00254048,
10/14/2012 4:30,10/15/2012 18:45,N,R,N,39,43,0.4864,10946.88,135.9954975,17.9732743,2.39188061,0.034169723,2.057017325,0.724398128,0.915748576,4.448897935,2.022847602,ESW1-17
10/17/2012 21:15,10/19/2012 15:00,N,R,N,40,44,0.5574,7231.68,141.7587728,16.20745205,1.715552028,0.036116885,1.828417293,0.501121777,0.695250032,3.543969321,1.792300408,ESW1-18
10/25/2012 17:46,10/26/2012 2:15,Y,R,N,41,45,0.1433,1131.84,0,0,0,0,0,0,0,0,0,
11/11/2012 17:30,11/12/2012 10:15,N,R,N,42,46,0.0757,1555.2,68.447322,8.89329744,0.52427736,0.130098456,0.98059284,0.086602853,0.27670194,1.5048702,0.850494384,ESW1-19
12/15/2012 10:30,12/16/2012 3:45,Y,R,N,43,47,0.0465,1149.12,0,0,0,0,0,0,0,0,0,
12/28/2012 0:30,12/28/2012 11:30,Y,S,Y,44,48,0.0465,1105.92,0,0,0,0,0,0,0,0,0,
1/10/2013 19:55,1/13/2013 14:45,N,B,Y,45,49,0.2092,16796.16,159.3803174,101.9195188,41.52276691,0.618647285,3.040808688,0.567268104,0.908048388,44.5635756,2.422161403,ESW1-20
1/29/2013 0:00,1/30/2013 8:15,N,B,Y,46,50,0.599,14523.84,122.4042003,10.6990338,5.077507568,0.707224268,3.109973385,0.670049659,0.90669778,8.187480953,2.402749117,ESW1-21
2/10/2013 18:00,2/11/2013 10:20,Y,,Y,47,51,0.2178,8311.68,0.51888356,0.985878764,0.674548628,0.3061413,0.591527258,0.099625644,0.128164239,1.266075886,0.285385958,ESW1-3
3/9/2013 21:10,3/13/2013 0:40,N,B,Y,48,52,0.8837,45869.76,420.9445577,12.88605789,3.149925262,1.574962631,3.694003262,0.495397337,0.793208452,6.843928524,2.119040631,ESW1-22
3/26/2013 12:15,3/27/2013 10:00,Y,,Y,49,53,0.0265,794.88,0,0,0,0,0,0,0,0,0,
3/27/2013 10:00,3/28/2013 9:29,N,S,Y,49,54,0.6566,17107.2,92.9135988,8.43698196,2.1359448,0.90777654,3.022361892,0.356702782,0.579909013,5.158306692,2.114585352,ESW1-23a
3/28/2013 9:29,3/30/2013 9:28,N,B,Y,49,55,0.7873,33056.64,1442.503848,33.22505287,5.1591697,2.187487953,9.142048708,0.951350893,2.311308026,14.30121841,6.954560756,ESW1-23b
3/28/2013 9:29,3/30/2013 9:28,N,B,Y,49,56,,,0,0,0,0,0,0,0,0,0,ESW1-13
3/30/2013 9:28,4/1/2013 0:26,N,B,Y,49,57,0.4762,25090.56,3131.15268,45.42442608,7.361889744,2.224230518,15.9768671,0.989939217,4.354479466,23.33875685,13.75263659,ESW1-23c
4/1/2013 0:26,4/6/2013 9:12,Y,,Y,49,58,0.1063,13789.44,297.8542661,28.40806584,4.132082304,1.463445816,4.218167352,0.635307654,1.084671605,8.350249656,2.754721536,
4/6/2013 9:12,4/7/2013 8:12,N,B,Y,49,59,0.0788,3533.76,48.31280598,17.60439232,0.352970272,0.238254934,1.169214026,0.192810011,0.370618786,1.522184298,0.930959092,ESW1-23d
4/7/2013 8:12,4/8/2013 9:12,Y,,Y,49,60,0.0262,1667.52,36.01871764,3.43531122,0.499681632,0.176970578,0.510091666,0.076826051,0.131166428,1.009773298,0.333121088,
4/8/2013 9:12,4/9/2013 9:41,N,B,Y,49,61,0.0845,3291.84,73.57035324,17.32396865,1.068619656,0.18700844,1.212472302,0.142003112,0.314420783,2.281091958,1.025463862,ESW1-24a
4/9/2013 9:41,4/9/2013 23:56,N,B,Y,49,62,1.0558,10376.64,1596.167816,38.09036834,9.457812548,0.570059934,10.36472608,0.377664707,3.05111624,19.82253863,9.794666146,ESW1-24b
4/9/2013 23:56,4/11/2013 8:42,N,B,Y,49,63,1.404,33410.88,1622.738754,99.07466685,42.54996218,1.793772916,11.47180353,1.172209743,2.920095444,54.02176571,9.678030614,ESW1-24c
4/11/2013 8:42,4/13/2013 23:18,N,B,Y,49,64,0.1761,16329.6,243.6433398,66.36477582,21.50993502,0.71359974,3.557804418,0.508694672,0.853261403,25.06773944,2.844204678,ESW1-24d
4/13/2013 23:18,4/15/2013 1:47,Y,S,Y,49,65,0.0331,1520.64,25.6313376,6.36036896,1.56635952,0.067400925,0.351244256,0.041674656,0.075944704,1.917603776,0.283843331,ESW1-13grab
4/15/2013 1:47,4/15/2013 18:00,N,R,Y,49,66,0.5709,7914.24,1472.82887,27.61862927,8.448632568,0.276680365,6.373529832,0.252470833,1.753955884,14.8221624,6.096849467,ESW1-24e
4/15/2013 18:00,4/17/2013 13:15,Y,,Y,49,67,0.0257,993.6,0,0,0,0,0,0,0,0,0,
4/17/2013 13:15,4/19/2013 21:45,N,R,Y,49,68,0.1235,7102.08,104.1920346,37.11009913,5.409118392,0.195082958,1.458688484,0.222571921,0.411447694,6.867806876,1.263605526,ESW1-25
4/30/2013 5:16,4/30/2013 7:15,Y,R,N,50,69,0.0196,51.84,0,0,0,0,0,0,0,0,0,
5/2/2013 15:54,5/2/2013 17:00,Y,R,N,51,70,0.0166,34.56,0,0,0,0,0,0,0,0,0,
5/2/2013 17:53,5/6/2013 8:15,N,R,N,52,71,0.659,26161.92,1786.767448,88.52175109,31.52158295,0.522637645,7.904894378,0.926048577,2.694850356,39.42647733,7.382256733,ESW1-26
5/9/2013 17:45,5/12/2013 10:30,Y,R,N,53,72,0.0582,2842.56,0,0,0,0,0,0,0,0,0,
5/22/2013 22:13,5/23/2013 7:15,Y,R,N,54,73,0.0056,146.88,0,0,0,0,0,0,0,0,0,
6/6/2013 10:01,6/6/2013 12:15,Y,R,N,55,74,0.0111,43.2,0,0,0,0,0,0,0,0,0,
6/27/2013 4:06,6/27/2013 9:00,Y,R,N,56,75,0.0389,207.36,0,0,0,0,0,0,0,0,0,
7/8/2013 6:19,7/8/2013 15:15,N,R,N,57,76,2.21,7024.32,1396.673269,34.81816564,16.48819934,0.118399304,4.648268964,0.214872811,1.381325211,21.13646831,4.52986966,ESW1-27
7/8/2013 15:15,7/10/2013 8:15,N,R,N,57,76,0.0424,1607.04,0.5016234,11.63766288,4.183539156,0.011035715,0.32605521,0.052068509,0.064007146,4.509594366,0.315019495,ESW1-15
7/26/2013 20:09,7/26/2013 22:00,Y,R,N,58,77,0.79,587.52,0,0,0,0,0,0,0,0,0,
10/5/2013 17:45,10/5/2013 18:15,Y,,N,59,78,0.1296,120.96,4.21363656,0.129882704,0.005285924,0.002416422,0.034056453,0.004704472,0.01344135,0.039342377,0.031640031,ESW1-28
10/31/2013 23:07,11/1/2013 5:15,N,,N,60,79,0.0616,483.84,16.85454624,0.519530816,0.021143696,0.00966569,0.136225813,0.018817889,0.053765398,0.157369509,0.126560123,
11/1/2013 19:18,11/1/2013 23:00,Y,,N,61,80,0.0147,77.76,1.47574368,0.083981466,0.008252514,0.000242721,0.014271995,0.002203907,0,0.022524509,0.014029274,ESW1-29
11/5/2013 19:43,11/6/2013 16:30,N,,N,62,81,0.0447,1313.28,24.92367104,1.418353648,0.139375792,0.004099288,0.241038134,0.037221535,0.089364478,0.380413926,0.236938846,
11/9/2013 1:39,11/9/2013 6:30,Y,,N,63,82,0.0183,103.68,1.96765824,0.111975288,0.011003352,0.000323628,0.019029326,0.002938542,0.00705509,0.030032678,0.018705698,ESW1-30
11/17/2013 10:02,11/18/2013 21:30,N,,N,64,83,0.1147,2289.6,35.733925,19.5821909,0.007146785,0.108631132,1.653766049,0.030874111,0.258713617,1.660912834,1.545134917,
12/4/2013 23:45,12/5/2013 5:30,Y,,N,65,84,0.0345,138.24,2.15752,1.18232096,0.000431504,0.006558861,0.099850026,0.001864097,0.015620445,0.10028153,0.093291165,
1/10/2014 23:45,1/11/2014 13:30,Y,,Y,66,85,0.0546,1278.72,0.07982824,2.067551416,0.1995706,0.244274414,0.406325742,0.092600758,0.106171559,0.605896342,0.162051327,
2/20/2014 19:45,2/21/2014 0:00,Y,,Y,67,86,0,0,0,0,0,0,0,0,0,0,0,ESW1-31a
3/10/2014 13:45,3/14/2014 2:14,N,,Y,67,87,0.0537,6436.8,0.4018381,10.40760679,1.00459525,1.229624586,2.045355929,0.466132196,0.534444673,3.049951179,0.815731343,ESW1-31b
3/14/2014 2:14,3/18/2014 10:45,N,,Y,67,88,0.1186,13426.56,26.82228864,40.98780983,1.005835824,5.196818424,12.5729478,2.388860082,3.101327124,13.57878362,7.376129376,ESW1-31c
3/18/2014 10:45,3/22/2014 10:16,N,,Y,67,89,0.1206,9132.48,9.69211922,25.25652244,0.513112194,3.15278937,5.473196736,1.145950567,1.413909157,5.98630893,2.320407366,ESW1-31d
3/22/2014 10:16,3/27/2014 11:15,Y,,Y,68,90,0.082,3922.56,4.16293484,10.84811844,0.220390668,1.354178216,2.350833792,0.492205825,0.60729873,2.57122446,0.996655576,ESW1-32a
3/27/2014 11:15,3/28/2014 7:49,N,,Y,68,91,0.259,5745.6,127.6928212,10.72476223,0.89671925,1.215951303,3.01297668,0.437598994,0.774765432,3.90969593,1.797025377,ESW1-32b
3/28/2014 7:49,3/30/2014 4:30,N,,Y,69,92,0.354,15223.68,227.1426268,37.44526986,1.330542584,4.143689762,8.933643064,1.568139474,2.204899139,10.26418565,4.789953302,
3/30/2014 4:30,4/7/2014 3:45,Y,,Y,70,93,0.0595,3490.56,196.3364775,17.08410637,3.769834696,0.346476137,1.939394728,0.161470954,0.446714516,5.709229424,1.592918591,ESW1-33a
4/12/2014 12:46,4/13/2014 1:44,N,,N,70,94,0.2605,3093.12,351.6315308,14.482353,1.873050988,0.297370982,2.297866676,0.107941804,0.615982748,4.170917664,2.000495694,ESW1-33b
4/13/2014 1:44,4/13/2014 18:25,N,,N,70,95,0.3972,5529.6,311.0280832,27.06393088,5.97201536,0.548873088,3.07230848,0.255795571,0.70766656,9.04432384,2.523435392,ESW1-33c
4/13/2014 18:25,4/14/2014 6:43,N,,N,70,96,1.262,21349.44,2183.139471,76.23661646,17.05994214,1.99921197,12.66167581,1.399448379,3.758518504,29.72161795,10.66246384,ESW1-33d
4/14/2014 6:43,4/14/2014 22:00,N,,N,71,97,0.1986,6480,136.73283,24.676635,4.9757805,0.65130135,2.5485705,0.379049295,0.57848505,7.524351,1.89726915,
4/14/2014 22:00,4/15/2014 4:30,Y,,N,72,98,0.02,216,4.557761,0.8225545,0.16585935,0.021710045,0.08495235,0.012634977,0.019282835,0.2508117,0.063242305,
4/29/2014 2:46,4/30/2014 10:15,y,,N,73,99,0.0535,1546.56,32.63356876,5.88949022,1.187552946,0.155443922,0.608258826,0.090466432,0.138065099,1.795811772,0.452814904,ESW1-34
5/12/2014 5:25,5/13/2014 14:30,N,,N,74,100,0.6996,11309.76,720.8754368,36.57330816,6.636855148,0.183572589,4.94233894,0.403153648,1.355612966,11.57919409,4.758766351,
5/19/2014 21:57,5/20/2014 6:30,Y,,N,75,101,0.0781,492.48,10.39169508,1.87542426,0.378159318,0.049498903,0.193691358,0.028807746,0.043964864,0.571850676,0.144192455,ESW1-35a
6/1/2014 18:59,6/1/2014 20:47,Y,,N,75,102,0.0435,103.68,2.18772528,0.39482616,0.079612488,0.010420822,0.040777128,0.006064789,0.009255761,0.120389616,0.030356306,ESW1-35b
6/1/2014 20:47,6/1/2014 21:59,N,,N,75,103,0.259,699.84,133.3848983,2.8398357,0.463111668,0.016165219,0.602918964,0.016165219,0.172574631,1.066030632,0.586753745,ESW1-35c
6/1/2014 21:59,6/2/2014 3:13,N,,N,75,104,0.79,8544.96,7506.663651,37.28793272,7.414910798,0.314733624,25.60544736,0.277925793,8.26842571,33.02035816,25.29071374,ESW1-35d
6/2/2014 3:13,6/2/2014 10:32,N,,N,75,105,1.99,11344.32,6426.968906,38.52640314,7.0820594,0.368267089,19.90058691,0.422798946,6.076406965,26.98264631,19.53231983,ESW1-35e
6/2/2014 10:32,6/3/2014 1:31,N,,N,76,106,3.516,24304.32,34012.77475,48.24937489,6.372558948,0.606910376,72.82924512,1.04995495,23.66950466,79.20180407,72.22233474,ESW1-36
6/18/2014 5:16,6/19/2014 8:00,N,,N,77,107,0.3936,6497.28,1238.744423,36.78916803,7.787784192,0.425894448,3.163787328,0.274194902,0.847732758,10.95157152,2.73789288,
6/20/2014 4:15,6/20/2014 23:15,Y,,N,78,108,0.1369,2280.96,23.78018544,10.56580694,5.581935744,0.118188946,0.45851615,0.038589403,0.092130419,6.040451894,0.340327205,
6/23/2014 4:35,6/23/2014 11:00,Y,,N,79,109,0.0132,155.52,1.62137628,0.720395928,0.380586528,0.008058337,0.031262465,0.002631096,0.006281619,0.411848993,0.023204128,ESW1-37
8/12/2014 3:23,8/12/2014 11:45,N,,N,80,110,0.0471,535.68,5.58474052,2.481363752,1.310909152,0.027756495,0.107681823,0.009062663,0.021636689,1.418590975,0.079925328,
8/18/2014 18:01,8/18/2014 19:45,Y,,N,81,111,0.0384,69.12,0.72061168,0.320175968,0.169149568,0.003581483,0.013894429,0.001169376,0.002791831,0.183043997,0.010312946,
8/19/2014 2:28,8/19/2014 5:30,Y,,N,82,112,0.0324,112.32,1.17099398,0.520285948,0.274868048,0.00581991,0.022578447,0.001900236,0.004536725,0.297446495,0.016758537,ESW1-38
9/4/2014 20:09,9/5/2014 1:00,N,,N,83,113,0.1275,388.8,48.8111931,0.4368978,0.07038909,0.016262307,0.21359448,0.006966093,0.076457115,0.28398357,0.197332173,ESW1-39
9/5/2014 5:34,9/6/2014 9:00,N,,N,84,114,1.383,6039.36,792.8869819,15.3826861,2.601483678,0.116878252,3.657158214,0.237526771,1.183863587,6.258641892,3.540279962,
9/12/2014 19:45,9/13/2014 6:15,Y,,N,85,115,0.0183,285.12,35.79487494,0.32039172,0.051618666,0.011925692,0.156635952,0.005108468,0.056068551,0.208254618,0.14471026,ESW1-40a
9/20/2014 3:26,9/21/2014 4:30,N,,N,85,116,0.1129,1667.52,95.98051348,6.225200332,0.249840816,0.008328027,0.489271598,0.040078631,0.166560544,0.739112414,0.480943571,ESW1-40b
9/21/2014 4:30,9/21/2014 15:08,N,,N,86,117,0.5732,5944.32,384.4528038,17.6269384,2.152341952,0.144726442,1.966795232,0.234531054,0.705077536,4.119137184,1.82206879,
9/21/2014 15:08,9/22/2014 12:15,Y,,N,87,118,0.039,1753.92,100.9535971,6.547749572,0.262785936,0.008759531,0.514622458,0.042155244,0.175190624,0.777408394,0.505862927,
